sample_id,source_sample_id,doc_id,block_idx,final_level,final_level_origin,raw_title,path_text,cleaned_title,skip_reason,clean_source,variant_idx,llm_status,llm_attempts,num_variants_per_source,is_t0,doc_granularity,calibration_confidence,calibrated_level
DF1759_00094_02,DF1759_00094,DF1759,94,H3,H4,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,（二）增强货运保障能力。 > 2.完善货运功能配套。,规划配置陆侧道路,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00094_03,DF1759_00094,DF1759,94,H3,H4,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,（二）增强货运保障能力。 > 2.完善货运功能配套。,规划配置空侧道路和配套办公设施,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00096_01,DF1759_00096,DF1759,96,H3,H4,推进临空区保税物流、跨境电商等园区建设。,（二）增强货运保障能力。 > 2.完善货运功能配套。,推进保税物流园区建设,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00096_02,DF1759_00096,DF1759,96,H3,H4,推进临空区保税物流、跨境电商等园区建设。,（二）增强货运保障能力。 > 2.完善货运功能配套。,推进跨境电商园区建设,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00118_01,DF1759_00118,DF1759,118,H2,H3,3.加快数字基建建设。,（二）增强货运保障能力。,加快数字基建建设,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00120_01,DF1759_00120,DF1759,120,H1,H2,（三）提升货源组织能力。,,提升货源组织能力,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00122_01,DF1759_00122,DF1759,122,H2,H3,1．丰富货运参与主体。,（三）提升货源组织能力。,丰富货运参与主体,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00123_01,DF1759_00123,DF1759,123,H3,H4,引育优质货运代理和大型电商物流企业。,（三）提升货源组织能力。 > 1．丰富货运参与主体。,引育优质货运代理,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00123_02,DF1759_00123,DF1759,123,H3,H4,引育优质货运代理和大型电商物流企业。,（三）提升货源组织能力。 > 1．丰富货运参与主体。,引育大型电商物流企业,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00125_01,DF1759_00125,DF1759,125,H2,H3,2.强化陆运集货网络。,（三）提升货源组织能力。,强化陆运集货网络,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00126_01,DF1759_00126,DF1759,126,H3,H4,构建高效的航空物流地面集散体系。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,构建高效的航空物流地面集散体系,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00128_01,DF1759_00128,DF1759,128,H3,H4,延伸货运服务，探索异地货站模式。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,延伸货运服务,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00128_02,DF1759_00128,DF1759,128,H3,H4,延伸货运服务，探索异地货站模式。,（三）提升货源组织能力。 > 2.强化陆运集货网络。,探索异地货站模式,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00130_01,DF1759_00130,DF1759,130,H2,H3,3.探索开展多式联运。,（三）提升货源组织能力。,探索开展多式联运,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00131_01,DF1759_00131,DF1759,131,H3,H4,借鉴先进经验，探索南宁机场开展多式联运。,（三）提升货源组织能力。 > 3.探索开展多式联运。,探索开展多式联运,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00138_01,DF1759_00138,DF1759,138,H1,H2,（四）智慧货运高效管理。,,智慧货运高效管理,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00140_01,DF1759_00140,DF1759,140,H2,H3,1.推进智慧平台建设。,（四）智慧货运高效管理。,推进智慧平台建设,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00141_01,DF1759_00141,DF1759,141,H3,H4,加快构建智慧航空物流综合服务平台。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,加快构建智慧航空物流综合服务平台,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00143_01,DF1759_00143,DF1759,143,H3,H4,统筹单据电子化和标准化建设。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,统筹单据电子化建设,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00143_02,DF1759_00143,DF1759,143,H3,H4,统筹单据电子化和标准化建设。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,统筹单据标准化建设,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00145_01,DF1759_00145,DF1759,145,H2,H3,2.加强新兴技术应用,（四）智慧货运高效管理。,加强新兴技术应用,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00146_01,DF1759_00146,DF1759,146,H3,H4,航空货运全流程定位追踪。,（四）智慧货运高效管理。 > 2.加强新兴技术应用,实施航空货运全流程定位追踪,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00148_01,DF1759_00148,DF1759,148,H3,H4,货物状态可视化。,（四）智慧货运高效管理。 > 2.加强新兴技术应用,实现货物状态可视化,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00150_01,DF1759_00150,DF1759,150,H2,H3,3.提升运营管理能力。,（四）智慧货运高效管理。,提升运营管理能力,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00151_01,DF1759_00151,DF1759,151,H3,H4,打造良好的航空货运社区。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,打造良好的航空货运社区,,llm,1,ok,1,1,False,meso,0.95,T4
DF1759_00153_01,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,引入资金,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00153_02,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,引入战略投资者,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00153_03,DF1759_00153,DF1759,153,H3,H4,引入资金和战投，增强经营实力。,（四）智慧货运高效管理。 > 3.提升运营管理能力。,增强经营实力,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00155_01,DF1759_00155,DF1759,155,H2,H3,货运信息化发展任务,（四）智慧货运高效管理。,推进智慧货运高效管理,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00164_01,DF1759_00164,DF1759,164,H1,H2,（五）延伸产业丰富业态。,,延伸产业丰富业态,,llm,1,ok,1,1,False,meso,0.95,T2
DF1759_00166_01,DF1759_00166,DF1759,166,H2,H3,1.延伸航空物流链条。,（五）延伸产业丰富业态。,延伸航空物流链条,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00167_01,DF1759_00167,DF1759,167,H3,H4,"与快递企业深度合作，实现""门到门""的服务。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,与快递企业深度合作,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00167_02,DF1759_00167,DF1759,167,H3,H4,"与快递企业深度合作，实现""门到门""的服务。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,实现门到门服务,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00169_01,DF1759_00169,DF1759,169,H3,H4,建设跨境产业园，打造中国一东盟跨境电商综合服务平台。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,建设跨境产业园,,llm,1,ok,1,2,False,meso,0.95,T4
DF1759_00169_02,DF1759_00169,DF1759,169,H3,H4,建设跨境产业园，打造中国一东盟跨境电商综合服务平台。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造中国东盟跨境电商综合服务平台,,llm,2,ok,1,2,False,meso,0.95,T4
DF1759_00171_01,DF1759_00171,DF1759,171,H3,H4,简单加工等服务，成为东盟跨境电商的核心服务商。,（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,简单加工等服务成为东盟跨境电商的核心服务商,,rule,1,error,1,1,False,meso,0.95,T4
DF1759_00172_01,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜集散中心,,llm,1,ok,1,3,False,meso,0.95,T4
DF1759_00172_02,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜加工中心,,llm,2,ok,1,3,False,meso,0.95,T4
DF1759_00172_03,DF1759_00172,DF1759,172,H3,H4,"依托""中国东盟生鲜产业园""，打造生鲜集散中心、加工 中心、交易中心。",（五）延伸产业丰富业态。 > 1.延伸航空物流链条。,打造生鲜交易中心,,llm,3,ok,1,3,False,meso,0.95,T4
DF1759_00174_01,DF1759_00174,DF1759,174,H2,H3,2.加强港区高效联动。,（五）延伸产业丰富业态。,加强港区高效联动,,llm,1,ok,1,1,False,meso,0.95,T3
DF1759_00175_01,DF1759_00175,DF1759,175,H3,H4,推动区港联动。,（五）延伸产业丰富业态。 > 2.加强港区高效联动。,推动区港联动,,llm,1,ok,1,1,False,meso,0.95,T4
DF1898_00023_01,DF1898_00023,DF1898,23,H1,H2,（一）注重规划支撑引领,,注重规划支撑引领,,llm,1,ok,1,1,False,meso,0.92,T2
DF1898_00024_01,DF1898_00024,DF1898,24,H2,H3,一是开展航空货运总体规划研究。,（一）注重规划支撑引领,开展航空货运总体规划研究,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00026_01,DF1898_00026,DF1898,26,H2,H3,二是开展航空货运发展专项研究。,（一）注重规划支撑引领,开展航空货运发展专项研究,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00029_01,DF1898_00029,DF1898,29,H1,H2,（二）强化基础能力保障,,强化基础能力保障,,llm,1,ok,1,1,False,meso,0.92,T2
DF1898_00030_01,DF1898_00030,DF1898,30,H2,H3,一是推进基础设施建设。,（二）强化基础能力保障,推进基础设施建设,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00032_01,DF1898_00032,DF1898,32,H2,H3,二是完善航线网络布局。,（二）强化基础能力保障,完善航线网络布局,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00034_01,DF1898_00034,DF1898,34,H2,H3,三是优化货物运输组织。,（二）强化基础能力保障,优化货物运输组织,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00037_01,DF1898_00037,DF1898,37,H1,H2,（三）加强市场主体培育,,加强市场主体培育,,llm,1,ok,1,1,False,meso,0.92,T2
DF1898_00038_01,DF1898_00038,DF1898,38,H2,H3,一是引入培育龙头企业。,（三）加强市场主体培育,引入培育龙头企业,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00040_01,DF1898_00040,DF1898,40,H2,H3,二是强化货源组织调度。,（三）加强市场主体培育,强化货源组织调度,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00042_01,DF1898_00042,DF1898,42,H2,H3,三是加强集疏运体系建设。,（三）加强市场主体培育,加强集疏运体系建设,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00045_01,DF1898_00045,DF1898,45,H1,H2,（四）提升服务管理水平,,提升服务管理水平,,llm,1,ok,1,1,False,meso,0.92,T2
DF1898_00046_01,DF1898_00046,DF1898,46,H2,H3,一是加快完善口岸功能。,（四）提升服务管理水平,加快完善口岸功能,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00048_01,DF1898_00048,DF1898,48,H2,H3,二是优化口岸营商环境。,（四）提升服务管理水平,优化口岸营商环境,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00050_01,DF1898_00050,DF1898,50,H2,H3,三是提升通关服务效率。,（四）提升服务管理水平,提升通关服务效率,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00053_01,DF1898_00053,DF1898,53,H1,H2,（五）加大政策扶持力度,,加大政策扶持力度,,llm,1,ok,1,1,False,meso,0.92,T2
DF1898_00054_01,DF1898_00054,DF1898,54,H2,H3,一是完善财政奖补机制。,（五）加大政策扶持力度,完善财政奖补机制,,llm,1,ok,1,1,False,meso,0.92,T3
DF1898_00056_01,DF1898_00056,DF1898,56,H2,H3,二是积极争取政策倾斜。,（五）加大政策扶持力度,积极争取政策倾斜,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00013_01,DF2583_00013,DF2583,13,H1,H1,二、重点工作任务,,重点工作任务,,llm,1,ok,1,1,False,meso,0.92,T2
DF2583_00014_01,DF2583_00014,DF2583,14,H2,H2,（一）系统推进航空客货枢纽建设,二、重点工作任务,系统推进航空客货枢纽建设,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00015_01,DF2583_00015,DF2583,15,H3,H3,1.推动全省机场功能定位差异化发展。,二、重点工作任务 > （一）系统推进航空客货枢纽建设,推动机场功能定位差异化发展,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00017_01,DF2583_00017,DF2583,17,H3,H3,2.依托主要运营人推进客货枢纽建设。,二、重点工作任务 > （一）系统推进航空客货枢纽建设,推进客货枢纽建设,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00019_01,DF2583_00019,DF2583,19,H3,H3,3.着力打造内畅外联航线网络。,二、重点工作任务 > （一）系统推进航空客货枢纽建设,着力打造内畅外联航线网络,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00021_01,DF2583_00021,DF2583,21,H3,H3,4.加强地面综合交通能力匹配。,二、重点工作任务 > （一）系统推进航空客货枢纽建设,加强地面综合交通能力匹配,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00023_01,DF2583_00023,DF2583,23,H3,H3,5.加快补齐核心资源短板。,二、重点工作任务 > （一）系统推进航空客货枢纽建设,加快补齐核心资源短板,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00025_01,DF2583_00025,DF2583,25,H2,H2,（二）增强航空货运基础保障能力,二、重点工作任务,增强航空货运基础保障能力,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00026_01,DF2583_00026,DF2583,26,H3,H3,6.优化海南空港口岸海关指定监管场地布局，丰富空港口岸资质类型。,二、重点工作任务 > （二）增强航空货运基础保障能力,优化空港口岸海关指定监管场地布局,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00026_02,DF2583_00026,DF2583,26,H3,H3,6.优化海南空港口岸海关指定监管场地布局，丰富空港口岸资质类型。,二、重点工作任务 > （二）增强航空货运基础保障能力,丰富空港口岸资质类型,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00028_01,DF2583_00028,DF2583,28,H3,H3,7.统筹完善机场航空货运保障设施设备，提升机场货站智能化水平。,二、重点工作任务 > （二）增强航空货运基础保障能力,统筹完善机场航空货运保障设施设备,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00028_02,DF2583_00028,DF2583,28,H3,H3,7.统筹完善机场航空货运保障设施设备，提升机场货站智能化水平。,二、重点工作任务 > （二）增强航空货运基础保障能力,提升机场货站智能化水平,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00030_01,DF2583_00030,DF2583,30,H3,H3,8.加快电子商务体系建设。,二、重点工作任务 > （二）增强航空货运基础保障能力,加快电子商务体系建设,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00032_01,DF2583_00032,DF2583,32,H2,H2,（三）加强市场推介和招商，大力拓展货源,二、重点工作任务,加强市场推介,,llm,1,ok,1,3,False,meso,0.92,T3
DF2583_00032_02,DF2583_00032,DF2583,32,H2,H2,（三）加强市场推介和招商，大力拓展货源,二、重点工作任务,加强招商,,llm,2,ok,1,3,False,meso,0.92,T3
DF2583_00032_03,DF2583_00032,DF2583,32,H2,H2,（三）加强市场推介和招商，大力拓展货源,二、重点工作任务,大力拓展货源,,llm,3,ok,1,3,False,meso,0.92,T3
DF2583_00033_01,DF2583_00033,DF2583,33,H3,H3,9.加强国内外航空货运市场推介和招商工作。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,加强国内外航空货运市场推介,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00033_02,DF2583_00033,DF2583,33,H3,H3,9.加强国内外航空货运市场推介和招商工作。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,加强国内外航空货运招商工作,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00035_01,DF2583_00035,DF2583,35,H3,H3,10.提升客机腹舱货邮量。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,提升客机腹舱货邮量,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00037_01,DF2583_00037,DF2583,37,H3,H3,11.推进航空敏感货物运输业务，做大跨境电商和国际航空货运规模。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,推进航空敏感货物运输业务,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00037_02,DF2583_00037,DF2583,37,H3,H3,11.推进航空敏感货物运输业务，做大跨境电商和国际航空货运规模。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,做大跨境电商和国际航空货运规模,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00039_01,DF2583_00039,DF2583,39,H3,H3,12.构建多式联运的物流网络，拓展园区货源。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,构建多式联运的物流网络,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00039_02,DF2583_00039,DF2583,39,H3,H3,12.构建多式联运的物流网络，拓展园区货源。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,拓展园区货源,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00041_01,DF2583_00041,DF2583,41,H2,H2,（四）提升航空口岸便利化水平,二、重点工作任务,提升航空口岸便利化水平,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00042_01,DF2583_00042,DF2583,42,H3,H3,"13.建立“三关合一""创新监管模式。",二、重点工作任务 > （四）提升航空口岸便利化水平,建立三关合一创新监管模式,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00044_01,DF2583_00044,DF2583,44,H3,H3,14.提升空港口岸通关效率。,二、重点工作任务 > （四）提升航空口岸便利化水平,提升空港口岸通关效率,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00046_01,DF2583_00046,DF2583,46,H3,H3,15.提升空港口岸通关作业电子化水平。,二、重点工作任务 > （四）提升航空口岸便利化水平,提升空港口岸通关作业电子化水平,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00048_01,DF2583_00048,DF2583,48,H2,H2,（五）发展临空经济等业态,二、重点工作任务,发展临空经济,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00049_01,DF2583_00049,DF2583,49,H3,H3,16.建立健全中转物流链。,二、重点工作任务 > （五）发展临空经济等业态,建立健全中转物流链,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00051_01,DF2583_00051,DF2583,51,H3,H3,17.加快临空产业园和临空仓储物流快递集群建设。,二、重点工作任务 > （五）发展临空经济等业态,加快临空产业园建设,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00051_02,DF2583_00051,DF2583,51,H3,H3,17.加快临空产业园和临空仓储物流快递集群建设。,二、重点工作任务 > （五）发展临空经济等业态,加快临空仓储物流快递集群建设,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00053_01,DF2583_00053,DF2583,53,H3,H3,18.支持飞机维修产业加快发展。,二、重点工作任务 > （五）发展临空经济等业态,支持飞机维修产业加快发展,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00055_01,DF2583_00055,DF2583,55,H2,H2,（六）完善配套政策支持,二、重点工作任务,完善配套政策支持,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00056_01,DF2583_00056,DF2583,56,H3,H3,"19.强化促进“两个网络""“两个枢纽""发展政策支持。",二、重点工作任务 > （六）完善配套政策支持,强化促进两个网络发展政策支持,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00056_02,DF2583_00056,DF2583,56,H3,H3,"19.强化促进“两个网络""“两个枢纽""发展政策支持。",二、重点工作任务 > （六）完善配套政策支持,强化促进两个枢纽发展政策支持,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00058_01,DF2583_00058,DF2583,58,H3,H3,20.强化电子商务发展政策支持。,二、重点工作任务 > （六）完善配套政策支持,强化电子商务发展政策支持,,llm,1,ok,1,1,False,meso,0.92,T4
