block_id,doc_id,h_level,block_type,original_text,status,pau_id,O,A,A_type,S_scope,S_focus,S_stage,S_type,pau_final,t_level_base,t_level_adjusted,is_leaf_candidate,validation_issues
DF0191_029,DF0191,H2,title,（二）经停航线航班奖励标准,valid,PAU_001,经停航线航班,奖励,operational,"[""国际"", ""国内""]",[],[],"[""定期""]",经停定期国际国内货运航线航班奖励,T3,T4,True,[]
DF0191_028,DF0191,NA,body,3.国内货运定期航班，业载40吨（含）以上，每年最高奖励50万元，业载40吨以下至30吨以上，每年最高奖励30万元，业载30吨（含）至20吨以上，每年最高奖励20万元。,valid,PAU_001,国内货运定期航班,奖励,operational,"[""国内""]",[],[],"[""定期""]",国内定期货运航班奖励,T3,T4,True,[]
DF0191_030,DF0191,NA,body,经停南宁吴圩国际机场，且出入境手续和进出港货物承载运输均在南宁航空口岸办理的国际货运航班，国际段按新开直飞国际货运航班奖励标准的80%给予奖励；国内段按新开直飞国内货运航班奖励标准的80%给予奖励。,valid,PAU_001,奖励,给予,operational,"[""国际"", ""南宁吴圩国际机场"", ""南宁航空口岸""]",[],[],"[""全货机""]",国际货运航班奖励（经停南宁吴圩国际机场且出入境及货载手续在南宁航空口岸办理）,T3,T4,True,[]
DF0191_030,DF0191,NA,body,经停南宁吴圩国际机场，且出入境手续和进出港货物承载运输均在南宁航空口岸办理的国际货运航班，国际段按新开直飞国际货运航班奖励标准的80%给予奖励；国内段按新开直飞国内货运航班奖励标准的80%给予奖励。,valid,PAU_002,奖励,给予,operational,"[""国内"", ""南宁吴圩国际机场"", ""南宁航空口岸""]",[],[],"[""全货机""]",国内货运航班奖励（经停南宁吴圩国际机场且出入境及货载手续在南宁航空口岸办理）,T3,T4,True,[]
DF0191_032,DF0191,NA,body,为鼓励各有关单位积极引进和开拓航空货运市场，每年从专项资金中安排一定资金，对在引进和开拓航空货运市场有较大贡献的航空公司（包机公司）、航空货运代理企业、航空货运销售代理企业，在南宁吴圩国际机场货物吞吐量当年排前三名的给予一次性奖励。每个企业奖励额不超过10万元，年度奖励名单由广西民航产业发展有限公司按规定先提出，市商务局和市财政局核准后，报市人民政府审批执行。,valid,PAU_001,航空货运市场,引进,substantive,"[""南宁吴圩国际机场""]",[],[],[],南宁吴圩国际机场航空货运市场引进,T2,T3,False,[]
DF0191_032,DF0191,NA,body,为鼓励各有关单位积极引进和开拓航空货运市场，每年从专项资金中安排一定资金，对在引进和开拓航空货运市场有较大贡献的航空公司（包机公司）、航空货运代理企业、航空货运销售代理企业，在南宁吴圩国际机场货物吞吐量当年排前三名的给予一次性奖励。每个企业奖励额不超过10万元，年度奖励名单由广西民航产业发展有限公司按规定先提出，市商务局和市财政局核准后，报市人民政府审批执行。,valid,PAU_002,航空货运市场,开拓,substantive,"[""南宁吴圩国际机场""]",[],[],[],南宁吴圩国际机场航空货运市场开拓,T2,T3,False,[]
DF0191_031,DF0191,H2,title,（三）市场开拓奖励标准,valid,PAU_001,航空货运市场,引进,substantive,[],[],[],[],引进航空货运市场,T2,T2,False,[]
DF0191_031,DF0191,H2,title,（三）市场开拓奖励标准,valid,PAU_002,航空货运市场,开拓,substantive,[],[],[],[],开拓航空货运市场,T2,T2,False,[]
DF0191_041,DF0191,NA,body,广西民航产业发展有限公司（受广西机场管理集团委托，下同）对航班执飞计划完成执飞率达80%以上的航空公司或包机公司，根据年度使用计划对申请材料进行初审，市商务局会同市财政局对广西机场管理集团提交的申请材料进行审核，报市人民政府审批后，市财政局支付奖励款。,valid,PAU_001,奖励款,支付,operational,"[""市""]",[],[],[],市财政局支付奖励款,T4,T4,True,[]
DF0191_043,DF0191,NA,body,广西民航产业发展有限公司每年三月和九月航班航线换季前负责编制专项资金年度使用计划，报市商务局和市财政局审核，作为下一年度资金使用计划。,valid,PAU_001,专项资金年度使用计划,编制,operational,"[""广西""]",[],[],[],广西专项资金年度使用计划,T3,T4,True,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_001,专项资金的筹集,负责,operational,[],[],[],[],专项资金的筹集,T3,T3,True,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_002,年度使用计划的审核,负责,operational,[],[],[],[],年度使用计划的审核,T3,T3,True,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_003,资金拨付,负责,operational,[],[],[],[],资金拨付,T3,T3,True,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_004,监督管理,负责,operational,[],[],[],[],监督管理,T2,T2,False,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_005,航线发展规划,参与,intent,[],[],[],[],航线发展规划,T1,T1,False,[]
DF0191_042,DF0191,H1,title,第十一条市财政局和市商务局负责专项资金的筹集、年度使用计划的审核、资金拨付、监督管理，并参与航线发展规划、航线开拓等工作。,valid,PAU_006,航线开拓,参与,intent,[],[],[],[],航线开拓,T3,T3,False,[]
DF0191_045,DF0191,H1,title,第十三条申请单位违反本试办法有关规定，采取虚报、瞒报等手段弄虚作假、骗取奖励资金的，由审批单位除追回已拨付资金外，取消其今后享受财政奖励的资格，并按照《\[财政违法行为处罚处分条例]》（国务院令第427号）的相关规定进行处理，触犯[刑法]的，依法移交司法机关处理。,valid,PAU_001,资金,追回,operational,[],[],[],[],追回已拨付资金,T3,T3,True,[]
DF0191_045,DF0191,H1,title,第十三条申请单位违反本试办法有关规定，采取虚报、瞒报等手段弄虚作假、骗取奖励资金的，由审批单位除追回已拨付资金外，取消其今后享受财政奖励的资格，并按照《\[财政违法行为处罚处分条例]》（国务院令第427号）的相关规定进行处理，触犯[刑法]的，依法移交司法机关处理。,valid,PAU_002,资格,取消,operational,[],[],[],[],取消财政奖励资格,T3,T3,True,[]
DF0191_045,DF0191,H1,title,第十三条申请单位违反本试办法有关规定，采取虚报、瞒报等手段弄虚作假、骗取奖励资金的，由审批单位除追回已拨付资金外，取消其今后享受财政奖励的资格，并按照《\[财政违法行为处罚处分条例]》（国务院令第427号）的相关规定进行处理，触犯[刑法]的，依法移交司法机关处理。,valid,PAU_003,行为,处理,operational,[],[],[],[],按财政违法行为规定处理,T3,T3,True,[]
DF0191_045,DF0191,H1,title,第十三条申请单位违反本试办法有关规定，采取虚报、瞒报等手段弄虚作假、骗取奖励资金的，由审批单位除追回已拨付资金外，取消其今后享受财政奖励的资格，并按照《\[财政违法行为处罚处分条例]》（国务院令第427号）的相关规定进行处理，触犯[刑法]的，依法移交司法机关处理。,valid,PAU_004,案件,移交,operational,[],[],[],[],移交司法机关处理,T3,T3,True,[]
DF0191_046,DF0191,H1,title,第十四条专项资金管理工作人员违反本办法，在工作中滥用职权、玩忽职守、徇私舞弊的，依照有关规定追究其责任；触犯\[刑法]的，依法移交司法机关处理。,valid,PAU_001,责任,追究,operational,[],[],[],[],追究责任,T4,T4,False,[]
DF0191_046,DF0191,H1,title,第十四条专项资金管理工作人员违反本办法，在工作中滥用职权、玩忽职守、徇私舞弊的，依照有关规定追究其责任；触犯\[刑法]的，依法移交司法机关处理。,valid,PAU_002,司法机关,移交,operational,[],[],[],[],移交司法机关,T4,T4,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_001,经营情况,监督检查,operational,"[""奖励航线航班""]",[],[],"[""定期""]",定期对奖励航线航班的经营情况进行监督检查,T3,T4,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_002,专项资金,管理,operational,[],[],[],[],对专项资金进行管理,T3,T3,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_003,专项资金,监管,operational,[],[],[],[],对专项资金进行监管,T3,T3,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_004,使用效益,考核,operational,"[""资金""]",[],[],[],考核资金的使用效益,T3,T3,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_005,使用效益,评价,operational,"[""资金""]",[],[],[],评价资金的使用效益,T3,T3,True,[]
DF0191_044,DF0191,H1,title,第十二条市商务局、市财政局要按照南宁市市本级财政专项资金管理的有关规定，负责定期对奖励航线航班的经营情况进行监督检查，负责对专项资金进行管理和监管，考核和评价资金的使用效益，保证资金按规定用途使用。,valid,PAU_006,使用,保证,intent,"[""资金""]",[],[],[],保证资金按规定用途使用,T3,T3,False,[]
DF0217_002,DF0217,H2,title,"（一）新开通从厦门出入境直达亚洲航点（不含港澳台，下 同）的全货机定期航线，执飞航班（往返各为0.5班，下同）出 港实载≥80吨、出港载运率≥20%、运营年度班次≥108 班的， 单个执飞航班补贴按""里程补贴+货量补贴""方式确定。首个运营年度该航线补贴按以下标准执行：",valid,PAU_001,全货机定期航线,新开通,substantive,"[""亚洲""]",[],[],"[""全货机"", ""定期""]",新开通亚洲全货机定期航线,T3,T4,True,[]
DF0217_001,DF0217,H1,title,一、亚洲全货机定期航线,valid,PAU_001,全货机定期航线,新开通,substantive,"[""亚洲""]",[],[],"[""全货机"", ""定期""]",亚洲全货机定期航线,T3,T4,True,[]
DF0191_047,DF0191,H1,title,第十五条广西民航产业发展有限公司每年年终向市商务局和市财政局报告航线培育情况、专项资金使用情况、航线运营情况总结报告。,valid,PAU_001,航线培育情况,报告,operational,"[""广西""]",[],[],[],广西航线培育情况报告,T3,T4,True,[]
DF0191_047,DF0191,H1,title,第十五条广西民航产业发展有限公司每年年终向市商务局和市财政局报告航线培育情况、专项资金使用情况、航线运营情况总结报告。,valid,PAU_002,专项资金使用情况,报告,operational,"[""广西""]",[],[],[],广西专项资金使用情况报告,T3,T4,True,[]
DF0191_047,DF0191,H1,title,第十五条广西民航产业发展有限公司每年年终向市商务局和市财政局报告航线培育情况、专项资金使用情况、航线运营情况总结报告。,valid,PAU_003,航线运营情况总结报告,报告,operational,"[""广西""]",[],[],[],广西航线运营情况总结报告,T3,T4,True,[]
DF0217_006,DF0217,H1,title,二、港澳台全货机定期航线,valid,PAU_001,全货机定期航线,开通,substantive,"[""港澳台""]",[],[],"[""全货机"", ""定期""]",港澳台全货机定期航线,T3,T4,True,[]
DF0217_004,DF0217,NA,body,执飞航班频次<42周的，按上述航班补贴标准的70%、航线补贴上限的70%执行。,valid,PAU_001,航班补贴标准,执行,operational,[],[],[],[],航班补贴标准70%执行,T4,T4,True,[]
DF0217_004,DF0217,NA,body,执飞航班频次<42周的，按上述航班补贴标准的70%、航线补贴上限的70%执行。,valid,PAU_002,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限70%执行,T4,T4,True,[]
DF0217_007,DF0217,NA,body,新开通从厦门出入境直达港澳台的全货机定期航线，运营年 度执飞航班班次≥72班的，按新开行亚洲全货机定期航班补贴 标准的25%执行，运营年度航线补贴最高不超过600万元。,valid,PAU_001,全货机定期航线,开通,substantive,"[""港澳台""]",[],[],"[""全货机"", ""定期""]",新开通港澳台全货机定期航线,T3,T4,True,[]
DF0217_008,DF0217,H1,title,三、洲际全货机定期航线,valid,PAU_001,全货机定期航线,开通,substantive,"[""洲际""]",[],[],"[""全货机"", ""定期""]",洲际全货机定期航线,T3,T4,True,[]
DF0217_009,DF0217,H2,title,"（一）新开通从厦门出入境直达洲际航点的全货机定期航 线，执飞航班出港实载≥80吨、出港载运率≥20%、运营年度班 次≥72班的，单个执飞航班补贴按""里程补贴+货量补贴""方式 确定。首个运营年度该航线补贴按以下标准执行：",valid,PAU_001,全货机定期航线,新开通,substantive,"[""洲际"", ""厦门""]",[],[],"[""全货机"", ""定期""]",厦门洲际全货机定期航线,T3,T4,True,[]
DF0217_011,DF0217,NA,body,执飞航班频次<38周的，按上述航班补贴标准的70%、航线补贴上限的70%执行。,valid,PAU_001,航班补贴标准,执行,operational,[],[],[],[],航班补贴标准70%执行,T4,T4,True,[]
DF0217_011,DF0217,NA,body,执飞航班频次<38周的，按上述航班补贴标准的70%、航线补贴上限的70%执行。,valid,PAU_002,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限70%执行,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_001,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准30%,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_002,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准50%,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_003,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准70%,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_004,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准30%,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_005,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准50%,T4,T4,True,[]
DF0217_005,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第一点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第一 点第一项标准的30%、50%、70%执行。,valid,PAU_006,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准70%,T4,T4,True,[]
DF0217_013,DF0217,H1,title,四、跨境货运非定期航线,valid,PAU_001,跨境货运非定期航线,开通,substantive,"[""跨境""]",[],[],"[""非定期""]",跨境货运非定期航线,T3,T4,True,[]
DF0217_014,DF0217,NA,body,新开通从厦门出入境直达境外航点的跨境货运非定期航线， 首个运营年度该航线补贴按以下标准执行:,valid,PAU_001,跨境货运非定期航线,新开通,substantive,"[""厦门"", ""境外""]",[],[],"[""非定期""]",厦门至境外跨境货运非定期航线,T3,T4,True,[]
DF0217_015_b,DF0217,NA,body,0% | 70% | | 洲际 '客改货' | 执飞航班班次≥ 48 班 | 70% | 70% |,valid,PAU_001,航班,执飞,operational,"[""洲际""]",[],[],"[""客改货""]",洲际客改货航班,T3,T4,True,[]
DF0217_015_a,DF0217,NA,body,| 航线类型 | 执飞航班班次 | 按新开行全 货机定期航 班补贴标准 | 按新开通全 货机定期航 线补贴上限 | |:---------|:--------------------|:--------------------|:--------------------| | 亚洲全货机 | 执飞航班班次≥ 144 班 | 100% | 100% | | 亚洲全货机 | 108 班≤执飞航班班次＜ 144 班 | 70% | 70% | | 亚洲全货机 | 72 班≤执飞航班班次＜ 108 班 | 50% | 50% | | 亚洲全货机 | 36 班≤执飞航班班次＜ 72 班 | 30% | 30% | | 洲际全货机 | 执飞航班班次≥ 96 班 | 100% | 100% | | 洲际全货机 | 72 班≤执飞航班班次＜ 96 班 | 70% | 70% | | 洲际全货机 | 48 班≤执飞航班班次＜ 72 班 | 50% | 50% | | 洲际全货机 | 24 班≤执飞航班班次＜ 48 班 | 30% | 30% | | 亚洲 '客改货' | 执飞航班班次≥ 72 班 | 7,valid,PAU_001,全货机定期航线,补贴,operational,"[""亚洲""]",[],[],"[""全货机"", ""定期""]",亚洲全货机定期航线补贴,T3,T4,True,[]
DF0217_015_a,DF0217,NA,body,| 航线类型 | 执飞航班班次 | 按新开行全 货机定期航 班补贴标准 | 按新开通全 货机定期航 线补贴上限 | |:---------|:--------------------|:--------------------|:--------------------| | 亚洲全货机 | 执飞航班班次≥ 144 班 | 100% | 100% | | 亚洲全货机 | 108 班≤执飞航班班次＜ 144 班 | 70% | 70% | | 亚洲全货机 | 72 班≤执飞航班班次＜ 108 班 | 50% | 50% | | 亚洲全货机 | 36 班≤执飞航班班次＜ 72 班 | 30% | 30% | | 洲际全货机 | 执飞航班班次≥ 96 班 | 100% | 100% | | 洲际全货机 | 72 班≤执飞航班班次＜ 96 班 | 70% | 70% | | 洲际全货机 | 48 班≤执飞航班班次＜ 72 班 | 50% | 50% | | 洲际全货机 | 24 班≤执飞航班班次＜ 48 班 | 30% | 30% | | 亚洲 '客改货' | 执飞航班班次≥ 72 班 | 7,valid,PAU_002,全货机定期航线,补贴,operational,"[""洲际""]",[],[],"[""全货机"", ""定期""]",洲际全货机定期航线补贴,T3,T4,True,[]
DF0217_015_a,DF0217,NA,body,| 航线类型 | 执飞航班班次 | 按新开行全 货机定期航 班补贴标准 | 按新开通全 货机定期航 线补贴上限 | |:---------|:--------------------|:--------------------|:--------------------| | 亚洲全货机 | 执飞航班班次≥ 144 班 | 100% | 100% | | 亚洲全货机 | 108 班≤执飞航班班次＜ 144 班 | 70% | 70% | | 亚洲全货机 | 72 班≤执飞航班班次＜ 108 班 | 50% | 50% | | 亚洲全货机 | 36 班≤执飞航班班次＜ 72 班 | 30% | 30% | | 洲际全货机 | 执飞航班班次≥ 96 班 | 100% | 100% | | 洲际全货机 | 72 班≤执飞航班班次＜ 96 班 | 70% | 70% | | 洲际全货机 | 48 班≤执飞航班班次＜ 72 班 | 50% | 50% | | 洲际全货机 | 24 班≤执飞航班班次＜ 48 班 | 30% | 30% | | 亚洲 '客改货' | 执飞航班班次≥ 72 班 | 7,valid,PAU_003,'客改货'航线,补贴,operational,"[""亚洲""]",[],[],"[""客改货""]",亚洲'客改货'航线补贴,T3,T4,True,[]
DF0217_016,DF0217,H1,title,五、重点跨境全货机定期航线,valid,PAU_001,跨境全货机定期航线,重点,intent,"[""跨境""]",[],[],"[""全货机"", ""定期""]",重点跨境全货机定期航线,T3,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_001,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准30%执行,T4,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_002,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准50%执行,T4,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_003,往返里程补贴,执行,operational,[],[],[],[],往返里程补贴按标准70%执行,T4,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_004,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准30%执行,T4,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_005,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准50%执行,T4,T4,True,[]
DF0217_012,DF0217,H2,title,（二）执飞航班出港实载为30吨以下、30吨（含）至50 吨、50吨（含）至80吨的，往返里程补贴分别按第三点第一项标准的30%、50%、70%执行；运营年度航线补贴上限分别按第三 点第一项标准的30%、50%、70%执行。,valid,PAU_006,航线补贴上限,执行,operational,[],[],[],[],航线补贴上限按标准70%执行,T4,T4,True,[]
DF0217_017,DF0217,NA,body,金砖国家以及其他经厦门市人民政府认定为重点开航国家 的全货机定期航线，额外给予航班补贴标准5%的补贴，运营年度该项补贴最高不超过500万元。,valid,PAU_001,航班补贴,给予,operational,"[""金砖国家"", ""重点开航国家""]",[],[],"[""全货机"", ""定期""]",金砖国家以及其他经厦门市人民政府认定为重点开航国家的全货机定期航线航班补贴,T3,T4,True,[]
DF0217_018,DF0217,H1,title,六、货运代理,valid,PAU_001,跨境集货业务,开展,substantive,"[""本地"", ""航空""]",[],[],[],本地航空跨境集货业务,T3,T4,True,[]
DF0217_019,DF0217,H2,title,（一）本地航空货运代理开展跨境集货业务，自然年度过境 集拼、出境集货补贴按以下标准执行:,valid,PAU_001,跨境集货业务,开展,operational,"[""本地"", ""航空货运""]",[],[],[],本地航空货运代理开展跨境集货业务,T3,T4,True,[]
DF0217_023,DF0217,H2,title,（一)单家企业跨境全货机定期航线第二个和第三个运营年 度航班补贴标准、航线补贴上限分别按首个运营年度航班补贴标 准、航线补贴上限的90%和80%执行。,valid,PAU_001,航班补贴标准,执行,operational,"[""跨境""]",[],[],"[""全货机"", ""定期""]",跨境全货机定期航班补贴标准,T3,T4,True,[]
DF0217_023,DF0217,H2,title,（一)单家企业跨境全货机定期航线第二个和第三个运营年 度航班补贴标准、航线补贴上限分别按首个运营年度航班补贴标 准、航线补贴上限的90%和80%执行。,valid,PAU_002,航线补贴上限,执行,operational,"[""跨境""]",[],[],"[""全货机"", ""定期""]",跨境全货机定期航线补贴上限,T3,T4,True,[]
DF0217_022,DF0217,H1,title,七、补贴退坡及货量增量奖励,valid,PAU_001,补贴,退坡,operational,[],[],[],[],补贴退坡,T3,T3,True,[]
DF0217_022,DF0217,H1,title,七、补贴退坡及货量增量奖励,valid,PAU_002,货量增量,奖励,substantive,[],[],[],[],货量增量奖励,T3,T3,True,[]
DF0217_021,DF0217,H2,title,（二）自然年度过境集拼补贴最高不超过 2000万元，自然 年度出境集货补贴最高不超过 3000万元。,valid,PAU_001,过境集拼补贴,不超过,operational,[],[],[],[],过境集拼补贴上限2000万元,T3,T3,True,[]
DF0217_021,DF0217,H2,title,（二）自然年度过境集拼补贴最高不超过 2000万元，自然 年度出境集货补贴最高不超过 3000万元。,valid,PAU_002,出境集货补贴,不超过,operational,[],[],[],[],出境集货补贴上限3000万元,T3,T3,True,[]
DF0217_024,DF0217,H2,title,（二)单家企业跨境全货机定期航线运营年度货邮吞吐量增 幅超过前二个自然年度全市平均增幅且不小于10%的，其航班补 贴标准、航线补贴上限分别按上个运营年度航班补贴标准、航线 补贴上限执行。,valid,PAU_001,航班补贴标准,执行,operational,"[""跨境""]",[],[],"[""全货机"", ""定期""]",跨境全货机定期航班补贴标准,T3,T4,True,[]
DF0217_024,DF0217,H2,title,（二)单家企业跨境全货机定期航线运营年度货邮吞吐量增 幅超过前二个自然年度全市平均增幅且不小于10%的，其航班补 贴标准、航线补贴上限分别按上个运营年度航班补贴标准、航线 补贴上限执行。,valid,PAU_002,航线补贴上限,执行,operational,"[""跨境""]",[],[],"[""全货机"", ""定期""]",跨境全货机定期航线补贴上限,T3,T4,True,[]
