doc_id,block_idx,block_text,final_type_label,final_level,是否聚类
DF0459,33,"优化货运设施空侧、陆侧运输流线组织，确保场内货运组织便捷畅通。在确保飞行区安全、满足民航安检规范前提下，推动跨境电商产业园区与机场货站实现一体监管、空侧直连、无缝衔接。南京禄口、无锡硕放等机场对标国际一流货站提升专业化服务水平，公布并严格履行进港接卸交接、分解理货时限及出港交运差错率等服务承诺。（省交通运输厅、省商务厅、南京海关、民航江苏监管局、东部机场集团按职责分工负责）
",normal,NA,否
DF0459,34,　　2.优化简化安检流程。,heading,H3,是
DF0459,35,"落实民航行业管理部门关于完善货运安保链条管理的部署要求，支持各机场在电子产品、集成电路、生物医药等重点行业建立基于信用管理的托运人白名单制度，探索各安检责任主体间白名单互认，提升安检效率。支持省内航空异地货站与口岸机场建立系统联通，实行“一次安检”。南京禄口、无锡硕放等机场加快开展跨境电商货物便利化运输，建立特货敏货便利化运输准入机制，在做好数据对接、分类识别等基础上，有效简化化妆品、含锂电池、弱磁类等货物收运手续。（民航江苏安全监管局、东部机场集团按职责分工负责）
",normal,NA,否
DF0459,36,　　3.提升口岸通关效率。,heading,H3,是
DF0459,37,"符合条件的机场实施7×24小时无障碍预约通关，根据需要设置邮件快件、跨境电商、转关货物通关绿色通道。积极探索出口货物收运分流、出口空运联程转关快速验放、出口电商货物安检收运理货“三合一”新模式。有序推广“卡车航班”“机坪直提”模式，力争实现跨境货物一次申报、一次验放。对进口重要设备、关键零部件、生物医药等实施通关查验便利化措施。推广应用提前申报、两步申报、两段准入等通关模式。（南京海关、东部机场集团按职责分工负责）
",normal,NA,否
DF0459,38,　　4.推进智慧物流建设。,heading,H3,是
DF0459,39,"推动口岸机场、航空公司、货代企业、航空异地货站及查验监管单位数据互联共享，加快形成以航空电子运单为基础的航空物流操作流程，力争实现单证“无纸化”流转和人员“零接触”交流。针对高附加值货物积极争取将主（分）运单管理模式细化到最小包装单元，构建货物提取时间精准可控、位置实时可查、状态全面感知的全流程追踪服务体系。建立开放的客户导向的航空物流公共服务平台，为航司、机场、货代、货主以及海关等部门提供全过程一体化信息服务，有效提升航空物流效率和监管能力。具备条件的机场加快AI技术应用，逐步实现智能审图替代人工审图，提升安检、通关效率。（省发展改革委、省交通运输厅、省商务厅、南京海关、民航江苏安全监管局、东部机场集团按职责分工负责）
",normal,NA,否
DF0542,9,"　　二、强化基础能力保障
",heading,H1,是
DF0542,10,　　（一）加快基础设施建设。,heading,H2,是
DF0542,11,"加快推进杭州机场东区国际货站新建工程、嘉兴机场新建工程、义乌机场新货站工程；加快杭州、宁波机场冷链物流设施建设，打造长三角重要航空冷链基地；加快宁波、温州机场国际货站扩容升级，扩大各口岸机场货运区域进深尺度，合理区分全货机和客机腹舱带货区，全面提升全省机场国际航空货运保障能力。到2025年，全省国际航空货运保障能力达到60万吨。
",normal,NA,否
DF0542,12,　　（二）推进集疏运体系建设。,heading,H2,是
DF0542,13,"加快推进杭绍甬高速公路杭州至绍兴段、杭州中环、甬金高速公路改扩建、甬台温高速公路改扩建、320国道嘉兴建陶市场至濮院港段改建等工程，统筹谋划杭州机场东侧联络线、萧山保税大道南延、228国道宁波海曙段等项目，构建机场外部快速集散通道。加快推进杭州机场东西下穿通道、宁波机场空港大道、温州机场东西下穿通道等机场内部道路建设进度，形成“进离场主通道+货运区专用道路""机场内部中转系统，构建“外成环+内成网""道路集疏运体系。谋划推进杭州机场铁路货运专线等铁路项目建设，实现铁路、公路和机场集疏运“三网融合""。
",normal,NA,否
DF0542,14,　　（三）提升设施装备供给水平。,heading,H2,是
DF0542,15,"加快国际航空货运通道建设，重点推进杭州、宁波、温州机场国际“邮快跨""收运通道建设，到2025年全省国际航空货运收运通道提升至40条以上，其中国际“邮快跨""通道提升至20条以上。稳步推进杭州机场国际转运、空空联运等中转业务专用场地及设施建设。各机场按需配备升降作业平台车、全自动分拣平台等专业卸装分拣设备，提升口岸机场服务能力。
",normal,NA,否
DF0542,16,"　　三、构建全球国际航线网络
",heading,H1,是
DF0542,17,　　（一）完善国际航空货运航线。,heading,H2,是
DF0542,18,"杭州机场加密至比利时列日、俄罗斯莫斯科等国际航空货运枢纽机场航班，开通至欧洲、美洲等5条以上洲际全货机航线；宁波机场加密至德国法兰克福等机场航班，开通至中东欧等方向3条以上国际全货机航线；温州机场开通至“一带一路""沿线方向2条以上国际全货机航线；义乌机场加密至日本大阪等机场航班，开通至东南亚方向2条以上国际全货机航线。支持杭州机场争取第七航权业务，推动引进外航运力，厚植航线网络资源。全省逐步构建横向错位、纵向分工、国内通达、全球可达的全球72小时航空货运骨干航线网络。
",normal,NA,否
DF0542,19,　　（二）提升国际货运中转功能。,heading,H2,是
DF0542,20,"加强与美国孟菲斯、比利时列日、香港等国际航空货运枢纽机场合作，拓展国际—国际、国际—国内间多形式、多渠道的空空中转业务。加强与长三角等主要城市协同联动，大力推广定班包车模式，加密卡车航班网点，打造覆盖500—600公里的空公联运网络。积极探索空铁、海空等中转联运新模式，开展定制化、个性化中转服务。
",normal,NA,否
DF0542,21,　　（三）加大国际航空货运航班时刻供给。,heading,H2,是
DF0542,22,"持续深化空域精细化管理改革，加大杭州、宁波等口岸机场时刻容量供给，合理安排8时至22时国际货运航班时刻。实施分类量化和差异化航空货运航班时刻配置政策，进一步提高全省国际航空货运飞机日利用率和机场货运服务设施设备利用率。
",normal,NA,否
DF0542,23,"　　四、强化市场培育
",heading,H1,是
DF0542,24,　　（一）引进培育货运龙头企业。,heading,H2,是
DF0542,25,"积极争取引进全球领先的航空货运代理企业，优化航空货运产品结构，拓展货运航线网络，提升国际化水平。培育本土航空货运企业。支持货运航空公司壮大机队规模，支持基地航空公司拓展全球货运业务，鼓励航空货运企业积极参与机场货站的规划、建设与运营。到2025年，引进培育5家以上国际知名货运代理和主运营基地货运航空公司。
",normal,NA,否
DF0542,26,　　（二）推进临空经济发展。,heading,H2,是
DF0542,27,"推动机场与临空经济示范区融合发展，推进区港一体化规划、运营，加快航空物流枢纽建设，持续提升临空产业发展活力。积极打造航空运输、维修、物流、食品、冷链等国际航空货运服务产业链，提升临空经济示范区的航空服务产业集群效应。培育具有临空特色的现代服务、先进制造和航空智慧物流相关产业，加快航空智能电子装备、智能轨道交通成套设备等建设。
",normal,NA,否
DF0542,28,"　　五、提升服务管理水平
",heading,H1,是
DF0542,29,　　（一）打造高效便利的口岸营商环境。,heading,H2,是
DF0542,30,"推广杭州空港提前报关、区港联动等通关模式，至2025年实现宁波、温州和义乌等口岸机场全天候无障碍预约通关。深入推进提前申报、两步申报、两段准入等通关改革，加强机场口岸查验工作力量配备，进一步提高通关效率。加快推进嘉兴等国际快件通关中心建设。支持杭州保税物流中心升级为综合保税区，支持杭州机场获批首次进口药品和生物制品口岸资质，扩展杭州机场跨境电子商务进出口业务功能，扩充宁波、温州和义乌等机场口岸资质。加大机场口岸卫生检疫、安全监测和实货查检基础设施投入，加强专业人力配备，提升口岸风险防控能力。
",normal,NA,否
DF0542,31,　　（二）提升跨境电子商务国际货运服务能力。,heading,H2,是
DF0542,32,"研究建立省级重点培育的跨境电子商务服务商名录，整合国际分拨网、干线运输网、全球关务网、境外属地网、基础信息网“五网""资源。支持杭州机场增设国际邮件交换站功能，提升国际邮快件处理服务能力。支持有条件的企业建立本地集货仓和海外仓，拓展集散渠道。",normal,NA,否
DF0542,33,　　（三）推进智慧物流建设。,heading,H2,是
DF0542,34,"围绕“四港联动""建设，加快构建全省航空物流信息服务平台，支持省机场集团整合空港、海港、陆港等航空货运物流信息，推动口岸机场和航空公司、空管及监管等单位数据互联共享，实现国际航空货运的全球追踪、大数据流量管理、智能进离港排队、区域管制中心联网等功能。充分利用物联网、云计算、区块链等新技术，打造自主可控的国际快递智能骨干网络。推进以国际航空货运为主导的多式联运电子化、一单制，实现一次提交、一站办结、一网全通，促进国际航空货物快速流转。
",normal,NA,否
DF0542,35,　　（四）创新发展管理模式。,heading,H2,是
DF0542,36,"推动省机场集团与跨境电子商务企业开展战略合作，通过并购、入股等方式开展航空货运业务市场化改造。筹建省级国际航空货运企业，全面提升航空货运专业运营能力。探索建立以信用为基础的国际航空货运承运人备案制度。积极争取在危险品航空运输管理方面先行先试。推广异地货站集货模式创新经验，建成覆盖全省运输机场和重要城市的异地货站网络。加强杭州综合保税区、杭州机场区港联动，探索宁波北仑港海空联运新模式。
",normal,NA,否
DF0865,23,"二、重点任务
",heading,H1,是
DF0865,24,"（一）强化战略统筹引领
",heading,H2,是
DF0865,25,1.加强规划顶层设计。,heading,H3,是
DF0865,26,"加快推进上海空港型国家物流枢纽建设。 推动机场总体规划修编，优化机场货运设施空间功能布局，适时推 动浦东国际机场新东区、新南区货站等规划建设。加强航空枢纽相 关规划与国民经济和社会发展、国土空间、产业、物流、交通等方 面规划的衔接。（责任单位1：市发展改革委、市规划资源局、市交通 委，民航华东管理局，浦东新区政府，机场集团)
",normal,NA,否
DF0865,27,2.推动区域机场合作。,heading,H3,是
DF0865,28,"以增强国际竞争力为导向，树立上海航空 货运服务品牌，提升技术、人才、资本、管理等输出能力，发挥上 海国际航空枢纽的龙头带动作用，推动形成目标同向、措施一体、 优势互补、合作共赢的区域机场协同发展格局。（责任单位：市交通 委，民航华东管理局，机场集团、基地航司)
",normal,NA,否
DF0865,29,"（二）加强空地资源保障
",heading,H2,是
DF0865,30,3.加快机场货运重大项目建设。,heading,H3,是
DF0865,31,"建成浦东国际机场西货运区智能 货站和集中查验中心，推动西货运区公共货站特运库建设。研究推 动浦东国际机场第五跑道功能升级。持续推进机场既有货运设施升 级改造，完成浦东国际机场西货运区3号货站二期工程项目。（责任 单位：市发展改革委、市交通委，上海海关、民航华东管理局，机 场集团、东航集团)
",normal,NA,否
DF0865,32,4.提高航线网络全球通达性。,heading,H3,是
DF0865,33,"做深做远欧美地区航线，争取加密 或新开纽约、法兰克福、巴黎、伦敦等航线；做优做强亚洲地区航 线，争取增强对东南亚、东北亚等地区的网络覆盖；积极拓展面向""一带一路""国家和地区的航线。鼓励航司加大第五货运航权利用。（责任 单位：市交通委，民航华东管理局，机场集团、基地航司)
",normal,NA,否
DF0865,34,5.完善机场地区交通集疏运体系。,heading,H3,是
DF0865,35,"推进两港大道、周邓快速路、 漕宝快速路、G15和G50扩容等机场地区对外道路通道项目建设， 开展滨海快速路前期研究。完善场内交通路网布局，优化交通流线 组织，顺畅车辆进出通道。结合新发展要求，进一步完善机场及周 边地区的综合交通规划方案，高标准规划建设东方枢纽，推进空铁 联运配套设施规划建设。（责任单位：市交通委、市发展改革委、市 规划资源局，相关区政府及管委会，国铁上海局集团、机场集团、 东方枢纽集团）
",normal,NA,否
DF0865,36,"（三）集聚优质市场主体
",heading,H2,是
DF0865,37,6.支持多元市场主体在沪发展。,heading,H3,是
DF0865,38,"加强与国内外航司、物流集成商 合作，巩固提高上海在其全球网络中的枢纽地位。培育航空物流产 业生态圈，推动物流链上下游资源整合，构建一站式物流服务平台。 支持国内大型快递物流企业在上海设立总部或分拨中心。吸引具有 国际影响力的货代企业落户上海，培育提升本地货代企业的服务竞 争力。（责任单位：市商务委（市口岸办）、市发展改革委，机场集 团、基地航司)
",normal,NA,否
DF0865,39,7.鼓励市场主体加强货运能力建设。,heading,H3,是
DF0865,40,"支持各类市场主体加大在上 海全货机运力投入，强化联通全球主要航空枢纽的全货机网络，提 高客机腹舱载货率。鼓励市场主体创新精细化物流服务产品，开展 个性化定制化业务；研究拓展海外货站（海外仓）布局，提升与上海枢纽的链接效率和产品联动。（责任单位：民航华东管理局，基地 航司、机场集团、中远海运集团)
",normal,NA,否
DF0865,41,"（四）拓展增量市场业务
",heading,H2,是
DF0865,42,8.大力发展货运中转业务。,heading,H3,是
DF0865,43,"强化货运中转功能，打造经上海中转 的国际-国际、国际-国内航班波。鼓励航司对接需求、集聚资源，开 发货运中转产品。持续推进中转集拼业务发展，完善中转集拼生态 体系。支持浦东、虹桥两场发展空运货物互转业务。（责任单位：市 商务委（市口岸办)，民航华东管理局、上海海关，机场集团、基地 航司）
",normal,NA,否
DF0865,44,9.拓展航空货运细分领域。,heading,H3,是
DF0865,45,"鼓励航空物流企业加强与快递、跨境 电商、生产制造、贸易流通等企业合作，推动航空货运从普货向跨 境电商、冷链物流、快件业务等高附加值产品转型。完善危险品存 储设施，提升对医药、芯片等高端制造业原材料和成品运输专业保 障能力。促进航空邮政业务发展，助力上海邮政快递国际枢纽中心 建设。（责任单位：市邮政管理局，机场集团、基地航司)
",normal,NA,否
DF0865,46,10.推动多式联运发展。,heading,H3,是
DF0865,47,"加快规划建设面向长三角、服务全国的 异地货站，持续完善卡车航班转运体系。推动空铁联运业务发展， 探索空海联运新模式，拓展航空物流""一单制""。开展无人机物流配送 试点。（责任单位：市交通委、市发展改革委，金山区政府，机场集 团、东航集团、国铁上海局集团、中远海运集团)
",normal,NA,否
DF0865,48,"（五）营造宜商宜业环境
",heading,H2,是
DF0865,49,11.促进信息资源互联共享。,heading,H3,是
DF0865,50,"积极推动中国（上海）国际贸易“单一窗口""航空物流公共信息平台试点建设，加快推进""空运通""、空运 物流监控系统等建设。在保障数据安全的前提下，促进航司、机场、 物流集成商、货代与海关之间全链条信息互通、作业协同，提升货 运单证电子化水平,提升上海航空口岸货运""通关+物流""便利化水平。 （责任单位：市商务委（市口岸办)，上海海关，机场集团、基地航 司）
",normal,NA,否
DF0865,51,12.优化简化货物安检流程。,heading,H3,是
DF0865,52,"加快航空物流安保链条规范化、标 准化、智能化，逐步推进不同安检主体之间系统互联、平台对接， 加强标准衔接和质量互认。在浦东国际机场场内安检模式优化试点 的基础上，研究推进浦东、虹桥两场之间货物二次安检优化工作。（责 任单位：民航华东管理局，市公安局，机场集团、东航集团)
",normal,NA,否
DF0865,53,13.提升口岸通关便利化水平。,heading,H3,是
DF0865,54,"整合机场地区监管资源，推进监 管配套设施建设。持续优化查验监管模式，提升通关效率。建立航 空邮件快件绿色通道。（责任单位：市商务委（市口岸办），上海海 关、市邮政管理局，机场集团、东航集团)
",normal,NA,否
DF0865,55,"（六）推动区港联动发展
",heading,H2,是
DF0865,56,14.加强浦东国际机场与周边区域联动。,heading,H3,是
DF0865,57,"按照综合保税区相关规 定，研究临港新片区机场南侧地块空侧直通道规划建设，力争实现 临港新片区与浦东国际机场空侧连通。加快浦东综合物流中心高标 仓项目、临港新片区亚太一站式航空物流中心等临空物流设施规划 建设。在符合相关监管条件的前提下，争取试点浦东国际机场口岸 进出洋山特殊综合保税区的货物使用海关""一线进出境径予放行""政策。强化浦东国际机场与上海东站联动，打造便利国际商务人员往 来的特定功能区域，拓展航空类的国际会展、培训、研发及国际专 业服务等功能，促进高水平国际交流交往。（责任单位：市商务委（市 口岸办)，浦东新区政府，临港新片区管委会，上海海关，机场集团、 东航集团）
",normal,NA,否
DF0865,58,15.加强与重点产业园区对接。,heading,H3,是
DF0865,59,"促进航空物流与制造业深度融合， 加强航空物流通道与产业园区的统筹布局与衔接。研究机场货运功 能前置至重点产业园区，完善园区内机场口岸空港货站和监管仓库 等功能，实现货物区港直通、园区内分拨理货、一站式通关，提升 物流操作时效。（责任单位：市商务委（市口岸办）、市经济信息化 委、市交通委，上海海关，机场集团、东航集团)
",normal,NA,否
DF0865,60,16.促进航空货运相关产业发展。,heading,H3,是
DF0865,61,"依托临港新片区和虹桥临空经 济示范区，吸引航空产业链上下游企业和航空功能性机构集聚，打 造全球一流的航空服务总部基地。鼓励发展航空融资租赁业务，支 持发展航空金融服务业，探索推进航材、航油等航空贸易。研究发 布长三角（上海）航空物流发展指数。（责任单位：市经济信息化委、 市交通委，长宁区政府，临港新片区管委会，机场集团、东航集团、 中国商飞）
",normal,NA,否
DF0865,62,"（七）提高智慧韧性水平
",heading,H2,是
DF0865,63,17.提升航空货运智慧化水平。,heading,H3,是
DF0865,64,"推进货站设施智慧化改造，提高 航空货运设施自动化水平，推进分拣、装载和仓储等设施智能化。 推进机场大脑及数字李生等工程建设，加快相关信息基础设施建设，打造智慧化的基础底座。鼓励冷链、医药、超大超重货物等特殊货 物的专业运输装备研发。加强航空货运安检、全景感知、无人化等 领域的新技术研发与应用。（责任单位：民航华东管理局，机场集团、 东航集团）
",normal,NA,否
DF0865,65,18.提升航空货运安全韧性水平。,heading,H3,是
DF0865,66,"完善安全管理体系，提升航空 货物运输安全水平。加强航空货运整合能力，打造自主可控、安全 可靠的航空物流产业链和供应链。建立健全航空物流应急保障机制， 提升应急处置能力。（责任单位：民航华东管理局，机场集团、基地航司）
",normal,NA,否
DF0865,67,19.推动航空货运绿色低碳发展。,heading,H3,是
DF0865,68,"鼓励货运基础设施广泛应用绿 色建筑材料、主动式节能技术以及清洁能源装备。健全机场能源管 理体系，提升运营管理效能。加强机场污水和固废处理处置，强化 噪声治理。鼓励支持航空公司优化机队结构，提高运输组织效率， 提升飞机使用能效。鼓励航空物流企业提升设施设备共享共用和循 环利用水平，积极参与碳交易。争取新增国际航空货运活动国家重 大项目能耗单列。（责任单位：市交通委、市发展改革委，民航华东 管理局，机场集团、各航空公司)
",normal,NA,否
DF0865,69,"（八）加强政策协同创新
",heading,H2,是
DF0865,70,20.争取民航、海关等国家政策支持。,heading,H3,是
DF0865,71,"推动机场容量提升，争取加大洲际货运航权配置。争取优化调整客货航班时刻配置，提升浦东国际机场货运航班白天时刻比例，推动实现全时段货运航班服务。 探索实施管制代理人、已知托运人等安保制度，研究推动长三角地区机场群航空货运安检互认。（责任单位：市交通委、市商务委（市口岸办)，民航华东管理局、上海海关，机场集团、东航集团)
",normal,NA,否
DF0865,72,"21.给予财政、土地、人才等地方政策支持。研究制订新一轮航 空枢纽建设专项扶持办法，加强对航空货运发展方面的支持。严格 落实集约节约用地原则，整合盘活低效闲置土地资源，强化对航空 货运枢纽建设项目用地支持。加强航空货运人才队伍建设，鼓励科 研机构搭建研究平台，发挥决策咨询和智囊作用。（责任单位：市 发展改革委、市财政局、市规划资源局、市交通委，机场集团)
",heading,H3,是
DF1176,22,"四、工作举措
",heading,H1,是
DF1176,23,"　　（一）聚集航空物流资源要素
",heading,H2,是
DF1176,24,　　1．助力基地航空公司发展。,heading,H3,是
DF1176,25,"鼓励吸引航空公司在津设立运营基地；支持天津货运航空有限公司等基地航空公司在津发展主运营基地和货运运营基地。推进与厦门航空等战略合作，支持其在津扩展客货运业务，设立北方货运基地。
",normal,NA,否
DF1176,26,　　2．大力培育适航产业。,heading,H3,是
DF1176,27,"吸引飞机零部件、汽车零配件、电子零部件以及航空特种货物运输企业在津运营，引进国内外知名电商平台、电商企业以及大型物流集成商、货运代理、速递物流等公司在津扩大航空运输业务，设立物流分拨中心、贸易结算中心、新兴经济平台，发展航空金融、特色货运，打造天津品牌。
",normal,NA,否
DF1176,28,"　　（二）优化航空口岸服务环境
",heading,H2,是
DF1176,29,　　3．丰富航空口岸功能。,heading,H3,是
DF1176,30,"在航空口岸大通关基地开通海关监管场所，运行进境肉类、进境水果、进境植物种苗、进境冰鲜水产品、进境食用水生动物等指定监管场地。加快国际邮件互换局功能提升。持续推动跨境电商进出口平衡发展，推动航空口岸提效降费，促进航空物流和贸易企业聚集。
",normal,NA,否
DF1176,31,　　4．提升口岸通关便利化。,heading,H3,是
DF1176,32,"按照企业需求，落实航空口岸“7×24小时”预约通关服务。探索在航空物流区设立海关特殊监管区域或场所，丰富货物监管模式。发挥自贸试验区优势，推动航空口岸业态创新。
",normal,NA,否
DF1176,33,"　　（三）增强航空物流服务能力
",heading,H2,是
DF1176,34,　　5．加快国际航空物流中心载体建设。,heading,H3,是
DF1176,35,"实施天津滨海国际机场三期改扩建工程。建成天津滨海国际机场东区国内货库。加快航空口岸大通关基地建设，推动“大通关基地综合信息服务平台”上线运行。加快东丽临空经济区（物流总部区、科技创新区）两个片区的基础设施建设，提高航空口岸基础保障能力。
",normal,NA,否
DF1176,36,　　6．加快实施货运通道建设。,heading,H3,是
DF1176,37,"加快实施航双路建设，提升改造津北路等，建设完善机场周边路网。重大节日、电商节等航空物流高峰时期，确保津汉公路立交桥至天津滨海国际机场进场路之间外环线通畅，满足进出航空物流区以及机场东西货运区货车高效、便捷通行的需要。
",normal,NA,否
DF1176,38,"　　（四）丰富多式联运体系
",heading,H2,是
DF1176,39,　　7．做大空空中转业务。,heading,H3,是
DF1176,40,"创新航空货运安检模式，在安检互认、中转货物集中操作等方面开展创新，实现跨货站国内之间、国内与国际、国际之间货物机坪换单直转。
",normal,NA,否
DF1176,41,　　8．做实空地联运业务。,heading,H3,是
DF1176,42,"创新完善“卡车航班”涉及的海关转关、安全监管等相关配套业务，支持物流服务企业开辟天津至周边省市的“卡车航班”业务。探索发展空铁物流业务，支持发展海空联运业务，根据企业实际需求，研究跨境电商冷链商品进口的可行性。
",normal,NA,否
DF1176,43,"　　（五）提升航空物流通达能力
",heading,H2,是
DF1176,44,　　9．增加机场高峰小时容量。,heading,H3,是
DF1176,45,"推动民航管理部门持续增加天津滨海国际机场高峰小时容量，2022年达到高峰小时容量35架次/小时，2025年达到高峰小时容量45架次/小时；支持天津滨海国际机场夜间低峰时刻和白天空余时刻增加货运航班。
",normal,NA,否
DF1176,46,　　10．优化客货运航线网络。,heading,H3,是
DF1176,47,"与北京两机场错位发展，鼓励航空公司新开加密国内全货机航线航班；做强日韩、东南亚航线，拓展“一带一路”沿线国家和地区航线；支持开通欧洲、北美等全球主要航空货运枢纽机场航线航班，满足航空物流企业对天津滨海国际机场通达能力的需求。积极引进全货运包机和客改货包机，逐步推动天津成为京津冀区域货运包机运营基地。
",normal,NA,否
DF1185,50,"三、集中力量建设中国国际航空物流中心
",heading,H1,是
DF1185,51,"　　紧紧围绕“一基地三区”功能定位，强化天津滨海国际机场区域枢纽机场地位，加快载体建设，拓展航空物流货源及市场，优化航空物流生态系统，打造中国国际航空物流中心，推动天津全面建成安全、便捷、高效、绿色、经济的现代化综合交通体系，为经济社会高质量发展提供坚强支撑。
",normal,NA,否
DF1185,52,"　　（一）强化天津滨海国际机场货运枢纽地位
",heading,H2,是
DF1185,53,"　　对标国际货运枢纽机场，推动航空物流枢纽建设，进一步增强天津滨海国际机场货运功能，强化天津滨海国际机场货运枢纽地位。不断优化天津滨海国际机场航空货运航线网络，扩大国际物流业务，拓展转运分拨、交易、结算等全球功能布局，加快布局完善铁路专用线、公路网及多式联运转运设施，不断提升国际航运服务能力，扩大辐射范围。
",normal,NA,否
DF1185,54,"　　（二）加快中国国际航空物流中心载体建设
",heading,H2,是
DF1185,55,"　　加快推动天津滨海国际机场三期改扩建工程建设，重点打造智慧型物流机场，搭建一体化综合性航空物流信息交互平台，实现机场航班信息系统、航空货站生产系统、货运代理业务系统、航空公司订舱系统、安检服务系统、海关报关系统、货运区运输调度系统等有机融合。
",normal,NA,否
DF1185,56,"　　高标准建设航空物流区，推进大通关基地等重点项目建设，发展航空运输、冷链物流、邮件快递、电子商务、航空金融、商务服务、航空维修、教育培训和综合服务等产业，服务和带动临空经济和周边高端制造业发展，打造特色鲜明、功能完善、产业集聚、协同京津冀、面向全球的国际航空物流区。
",normal,NA,否
DF1185,57,"　　加快东丽临空经济区的基础设施建设，提升临空经济服务能力。创新区域协同机制，探索将自贸试验区政策扩展至东丽临空经济区，推进东丽临空经济区冷链物流中心及现代物流产业园建设。
",normal,NA,否
DF1185,58,"　　（三）拓展航空物流货源市场
",heading,H2,是
DF1185,59,"　　完善临空产业链。大力培育适空产业，重点吸引飞机零部件、汽车零配件、电子零部件以及航空特种货物运输企业在津运营，引进国际知名航空发动机厂商和飞机维修公司来津开展业务，拓展以空客天津总装线为载体的大型民用飞机配套产业链，完善AC系列民用直升机谱系及直升机研发体系，推进无人机研发制造和通用航空配套产品生产，提升新一代运载火箭、空间站和卫星等航天设备研制生产能力。大力培育适空商贸、消费等流通产业以及高端临空服务业，支持冷链物流、医药、跨境电商、电子信息、高新技术研发、总部经济、商贸文化会展等临空产业发展，打造有效支撑先进制造产业、高端消费产业、高端临空服务业的航空物流运输体系。
",normal,NA,否
DF1185,60,"　　（四）优化航空物流产业生态系统
",heading,H2,是
DF1185,61,"　　加强航空物流上下游企业、政府机构、社会团体、金融、保险以及教育、科研、培训机构等组织合作交流，打造产业创新的智库、企业合作的平台、区域发展的纽带，推动政、产、学、研、金、用、服七要素高效联动，实现资源共享、优势互补、竞合发展，优化产业集群的资源配置效率，提升航空物流产业集群内各组织的效益。
",normal,NA,否
DF1185,62,"四、持续夯实天津滨海国际机场空侧基础保障
",heading,H1,是
DF1185,63,"　　积极融入和服务“一带一路”建设、[区域全面经济伙伴关系协定（RCEP）]战略，务实推进与沿线国家和地区贸易往来，拓展国际合作。围绕主导产业供应链需求，提升空侧要素资源基础保障，以引育货运基地航空公司、完善货运航线网络为重点，畅通货物运输空中通道。以协调一级货站功能、优化空空中转业务为突破，提高航空物流枢纽效能，打造以天津为中心，辐射全国，面向“一带一路”、RCEP国家和地区的现代物流新经济走廊。
",normal,NA,否
DF1185,64,"　　（一）引育货运基地航空公司
",heading,H2,是
DF1185,65,"　　支持基地航空公司发展，畅通货物运输空中通道，提升货运网络通达性，以基地航空公司带动整体货运业务发展。加快引进国内外货运航空公司在天津设立基地，增加运力，与大型物流商、快递企业、货运代理企业开展合作，开通国内外全货机航线，特别是连通RCEP国家和地区的货运航线，争取开通欧美航线。同时，在不增加航班时刻的前提下，适时逐步淘汰小型飞机，用中大型飞机提高货运运力。
",normal,NA,否
DF1185,66,"　　（二）统筹一级货站功能
",heading,H2,是
DF1185,67,"　　统筹天津滨海国际机场内三家一级货站的业务功能。优化国际快件进出口、出口拼装、跨境电商进出口、海关指定监管场地及普货监管、转关、进出口冷链、国际邮件等业务流程，充分发挥比较优势，明确各货站的分工定位，逐步实现融合发展。
",normal,NA,否
DF1185,68,"　　（三）完善货运航线网络
",heading,H2,是
DF1185,69,"　　与北京两个机场错位发展，鼓励航空公司新开、加密国内全货机航线航班，打造天津至全国多地的货运专线或精品航线，推动解决天津滨海国际机场货运航线布局问题。研究天津滨海国际机场在京津冀机场群中与西南、中南、华东、西北等地区的空中通道建设，实现与主要地区航路航线网络的高效衔接；完善空域灵活使用机制，推进临时航线划设和使用，提高空域使用效率。积极引进全货运包机和客改货包机，逐步推动天津成为京津冀地区货运包机运营基地。做强日韩、东南亚航线，开通欧洲、北美等全球主要航空货运枢纽机场航线航班。提高宽体客机比例，形成全货机和客机腹舱相结合的航线网络，满足航空物流企业对天津滨海国际机场通达能力的需求。
",normal,NA,否
