node_id,track,tool_nature,parent_title,pau_final,pau_std_v10,guard_tags_v10,owner_window_size_v10,normalization_log_v10
TB_050,track_b,,三、加快推进基础设施建设,智能货站与集中查验中心建设,智能货站与集中查验中心建设,,20,保持原结构，未触发拆分或合并规则，动作与对象边界清晰。
TB_051,track_b,,三、加快推进基础设施建设,快件与跨境电商货物处理中心建设,快件与跨境电商货物处理中心建设,,20,保持原components结构；O与S_focus语义重叠属领域常规表达，未作删减；pau_std按O+A格式固化。
TB_052,track_b,,三、加快推进基础设施建设,亚太一站式航空物流中心建设,亚太一站式航空物流中心建设,,20,原结构已符合标准范式，未作改动
TB_053,track_b,,三、加快推进基础设施建设,机场跑道开放使用,机场跑道开放使用,,20,保持推动(direction)与O结构一致，pau按方向类规则取O作为标准表述，未触发拆分或改写。
TB_054,track_b,,三、加快推进基础设施建设,机场地区综合交通规划与对外道路通道建设,机场地区综合交通规划与对外道路通道建设,,20,原结构已符合标准范式，未作拆分或改写
TB_055,track_b,,三、加快推进基础设施建设,货运机队与运力投放,货运机队与运力投放,,20,未触发引进/落户及MVP并列规则；保守保留方向性动词与复合宾语结构，维持原components与pau_final映射。
TB_056,track_b,,四、积极培育多元经营主体,经营主体总部或分拨中心落户,经营主体总部或分拨中心落户,,20,未触发引进/落户合并规则；保持原动作词与对象结构，保守输出。
TB_057,track_b,,四、积极培育多元经营主体,前置仓与集货仓布局建设,前置仓与集货仓建设,,20,未触发引进/落户及MVP并列规则；保持原组件结构，按领域惯例将布局建设收敛为核心动宾结构，未做机械拆分。
TB_058,track_b,,四、积极培育多元经营主体,海外货站布局建设,海外货站建设,,20,保留原components结构；pau标准化为'海外货站建设'以对齐核心动作A，'布局'视为规划修饰语不作并列拆分。
TB_059,track_b,,五、大力拓展增量市场业务,空空中转模式,空空中转模式打造,,20,对齐track_b命名惯例补全动作后缀；确认空空中转为稳定业务词块不作拆分
TB_060,track_b,,五、大力拓展增量市场业务,货运中转产品开发,货运中转产品开发,,20,原组件结构已符合规范，保守保留原样
TB_061,track_b,,五、大力拓展增量市场业务,多式联运业务,多式联运业务,,20,保持原样，方向性动作与业务对象划分清晰，符合当前track规范
TB_062,track_b,,五、大力拓展增量市场业务,空铁一体化规划建设,空铁一体化规划建设,,20,依据规则3，恢复'规划建设'为完整A字段，不机械拆分；O字段同步精简为'空铁一体化'。
TB_063,track_b,,六、扎实做好货物运输保障,高附加值产品运输保障,高附加值产品运输保障,,20,保守保留原components与pau_final结构，未触发引进/落户或并列动作拆分规则
TB_064,track_b,,六、扎实做好货物运输保障,跨境电商货物运输保障,跨境电商货物运输保障,,20,保持原components结构，A与O搭配符合政策文本常见表述，未触发拆分或改写规则。
TB_065,track_b,,六、扎实做好货物运输保障,跨境电商专属平台建设,跨境电商专属平台建设,,20,原结构已符合规范，未触发拆分或合并规则；pau_std按S_focus+O+A保守生成
TB_066,track_b,,六、扎实做好货物运输保障,跨境电商专属运输机队组建,跨境电商专属运输机队组建,,20,原结构已符合规范，动作与对象搭配合理，保守保留原样
TB_067,track_b,,六、扎实做好货物运输保障,跨境电商专属航线航班开设,跨境电商专属航线航班开设,,20,未触发强制标准化规则，保守保留原组件结构与表述。
TB_068,track_b,,六、扎实做好货物运输保障,跨境电商货物便利化运输试点,跨境电商货物便利化运输试点,试点,20,保留推进为direction；试点已规范至S_stage；结构稳定未做拆分
TB_069,track_b,,六、扎实做好货物运输保障,跨境电商货物便利化收运数字管理平台建设,跨境电商货物便利化收运数字管理平台建设,,20,原组件结构已符合规范，保留原PAU表述，未触发拆分或合并规则
TB_070,track_b,,七、提升枢纽智慧绿色水平,单一窗口航空物流公共信息平台建设,单一窗口航空物流公共信息平台建设,,20,原结构已符合标准范式，动作与客体边界清晰，保守保留
TB_071,track_b,,七、提升枢纽智慧绿色水平,空运通平台功能,空运通平台功能完善,,20,保持原components结构；pau_std恢复标题完整语义，补充动作词'完善'。
TB_072,track_b,,七、提升枢纽智慧绿色水平,货站设施智慧化改造,货站设施智慧化改造,,20,清理O字段冗余动作词，统一为名词性宾语结构；pau_std保留完整业务表述
TB_073,track_b,,七、提升枢纽智慧绿色水平,国际专业保障基础设施建设,国际专业保障基础设施建设,,20,结构已符合规范，A/O边界清晰，scope与O拼接逻辑一致，保守保留原样。
TB_074,track_b,,七、提升枢纽智慧绿色水平,航空货物安检新技术研发与应用,航空货物安检新技术研发应用,,20,依据默认不拆分规则，将原抽取遗漏的并列动作'应用'补入，统一合并为'研发应用'。
TB_075,track_b,,七、提升枢纽智慧绿色水平,场内特种车辆新能源替代,场内特种车辆新能源替代,,20,未触发引进/落户、并列拆分或边界保护规则，保守保留原组件与PAU结构
TB_076,track_b,,八、继续做好航空资源保障,远程航线航权与稀缺航权资源配置,远程航线航权与稀缺航权资源配置,,20,保持原结构，未触发拆分或合并规则，动作与对象边界清晰。
TB_077,track_b,,八、继续做好航空资源保障,日间货邮航班时刻供给,日间货邮航班时刻供给,,20,原结构已清晰，动作与对象边界明确，保守保留原样。
TB_078,track_b,,八、继续做好航空资源保障,航班审批流程,航班审批流程,,20,方向型动作与客体拆分已稳定，未触发特殊规则，维持保守输出
TB_079,track_b,,九、全面改善枢纽运营环境,智慧海关大数据平台建设,智慧海关大数据平台建设,,20,原结构已符合规范，未触发拆分或改写规则，保守保留原动作与对象。
TB_080,track_b,,九、全面改善枢纽运营环境,国际转运货物海关监管模式创新,国际转运货物海关监管模式创新,,20,原组件与短语结构完整，未触发引进落户或并列拆分规则，保守保留原表述。
TB_081,track_b,,九、全面改善枢纽运营环境,航空口岸进出口货物通关时间,航空口岸进出口货物通关时间压缩,,20,未触发引进/落户或并列拆分规则，保守保留原动作与对象划分及pau_final表述。
TB_082,track_b,,九、全面改善枢纽运营环境,航空货运管制代理人制度,航空货运管制代理人制度,,20,保守保留原实施动作与制度对象，未触发引进落户或并列拆分规则
TB_083,track_b,,九、全面改善枢纽运营环境,专业型航空前置货站建设,专业型航空前置货站建设,,20,保持原样，结构与领域表述已符合规范，无需调整。
TB_084,track_b,,九、全面改善枢纽运营环境,试点货物地面驳运安保,试点货物地面驳运安保,试点,20,保守保留原组件结构；试点作为guard词显式保留于S_stage；未触发拆分或改写规则。
TC_001,track_c,monetary,SUBSIDY,客舱内装货改装项目补助,客舱内装货改装项目补助,,20,原结构已清晰，客改货作为S_type保留，O与A无冗余冲突，保守维持原样
TC_002,track_c,monetary,SUBSIDY,国际不载客货运航班奖励,国际不载客货运航班奖励,,20,未触发引进/落户或并列拆分规则，保留原组件划分与表述，边界清晰。
TC_003,track_c,monetary,SUBSIDY,国际新开全货机定期航线奖励,国际新开全货机定期航线奖励,新开,20,保留新开guard词与全货机定期航线稳定业务词块；pau按scope-stage-type-action顺序固化，未作拆分。
TC_004,track_c,monetary,SUBSIDY,国际加密全货机定期航线奖励,国际加密全货机定期航线奖励,加密,20,保留加密作为S_stage guard词；组件结构与参考节点TC_006一致，维持原状未做改写。
TC_005,track_c,monetary,SUBSIDY,国内新开全货机定期航线奖励,国内新开全货机定期航线奖励,新开,20,结构已符合领域规范，新开为强guard词已保留，未做拆分或改写
TC_006,track_c,monetary,SUBSIDY,国内加密全货机定期航线奖励,国内加密全货机定期航线奖励,加密,20,保留guard词'加密'；组件结构已对齐参照系，维持原状。
TC_007,track_c,monetary,SUBSIDY,国际存量全货机定期航线稳定运行奖励,国际存量全货机定期航线稳定运行奖励,存量,20,保守保留存量阶段标识与稳定运行业务词块；pau按作用域-阶段-类型顺序重组，未触发拆分规则。
TC_008,track_c,monetary,SUBSIDY,战略性国际全货机定期航线专项奖励,战略性国际全货机定期航线专项奖励,战略性,20,从leaf_name提取'战略性'补入S_focus；保留'专项'于O字段；未触发引进/落户规则。
TC_009,track_c,monetary,SUBSIDY,航空公司国内进出港货物增量奖励,航空公司国内进出港货物增量奖励,,20,移除O字段中与S_scope重复的'国内'，统一为'进出港货物增量奖励'；pau_std按标准语序重组。
TC_010,track_c,monetary,SUBSIDY,国际空空中转货物奖励,国际空空中转货物奖励,,20,确认空空中转为稳定业务词块不作拆分；S_scope与S_type已准确覆盖国际与空空维度，维持原组件结构。
TC_011,track_c,monetary,SUBSIDY,国际跨航司跨货站快速中转处置奖励,国际跨航司跨货站快速中转处置奖励,,20,恢复O字段中省略的'跨航司跨货站'业务修饰语以对齐完整语义；未触发引进/落户或MVP并列规则，保守维持原组件结构。
TC_012,track_c,monetary,SUBSIDY,货代企业国际进出港货量奖励,货代企业国际进出港货量奖励,,20,保守保留原components结构；O字段奖励后缀与同track节点保持一致，未做拆分或改写。
TC_013,track_c,monetary,SUBSIDY,货代企业域外空地联运集货奖励,货代企业域外空地联运集货奖励,,20,保持原组件结构；未触发引进/落户或并列拆分规则；保守保留域外范围与空地联运类型。
TC_014,track_c,monetary,SUBSIDY,进境指定监管场地特殊货物进口奖励,进境指定监管场地特殊货物进口奖励,,20,保留原组件映射结构；pau_std直接沿用pau_final标准表述；未触发引进/落户及MVP并列规则，保守输出。
TC_015,track_c,monetary,SUBSIDY,全货机国际包机奖励,全货机国际包机奖励,,20,保守保留原组件划分与O字段表述，未触发引进/落户或并列拆分规则。
TC_016,track_c,monetary,SUBSIDY,基地货运航空公司落户一次性奖励,基地货运航空公司落户一次性奖励,,20,保留独立工具表达“落户奖励”；未触发引进/落户合并规则；维持原components结构。
TC_017,track_c,non_monetary,SUBSIDY,基地货运航空公司配套建设供地保障,基地货运航空公司配套建设供地保障,,20,剥离O字段末尾与A重复的'保障'以符合MAO结构规范；保留'配套建设'作为供地对象定语，未做动作拆分。
TC_018,track_c,monetary,SUBSIDY,基地货运航空公司经营贡献奖励,基地货运航空公司经营贡献奖励,,20,保持原结构；未触发引进/落户或并列拆分规则；实体与条件词块已符合领域默认表达。
TC_019,track_c,monetary,SUBSIDY,国际航空货运转运分拨中心落户一次性奖励,国际航空货运转运分拨中心落户一次性奖励,,20,触发落户奖励独立表达例外予以保留；维持转运分拨中心稳定业务词块；一次性修饰语按原样保留于pau。
TC_020,track_c,non_monetary,SUBSIDY,国际航空货运转运分拨中心供地保障,国际航空货运转运分拨中心供地保障,转运分拨中心,20,保守保留原组件结构，确认供地保障为政策固定表述；显式标记稳定业务词块以防误拆。
TC_021,track_c,monetary,SUBSIDY,国际航空货运转运分拨中心经营贡献奖励,国际航空货运转运分拨中心经营贡献奖励,,20,保守保留原components结构；确认转运分拨中心为稳定业务词块未拆分；pau_std与leaf_name对齐。
TC_022,track_c,monetary,SUBSIDY,转运分拨中心年度处理货量奖励,转运分拨中心年度处理货量奖励,,20,保持原结构，未触发拆分或改写规则；保留稳定业务词块“转运分拨中心”。
TC_023,track_c,monetary,SUBSIDY,国际货物操作处置费用补贴,国际货物操作处置费用补贴,,20,结构已稳定，未触发引进/落户或并列拆分规则，保守保留原划分。
TC_024,track_c,monetary,SUBSIDY,口岸一体化营运费用减免,口岸一体化营运费用减免,,20,保持原结构，确认'口岸一体化营运费用'为稳定业务词块，未触发拆分或改写规则。
TC_025,track_c,monetary,SUBSIDY,亚洲新开全货机定期航线补贴,亚洲新开全货机定期航线补贴,新开,20,原组件结构已符合规范，保留新开guard词，pau与组件对齐无变更。
TC_026,track_c,monetary,SUBSIDY,港澳台新开全货机定期航线补贴,港澳台新开全货机定期航线补贴,新开,20,原结构已符合标准范式，未做拆分或改写；显式保留新开guard词。
TC_027,track_c,monetary,SUBSIDY,洲际新开全货机定期航线补贴,洲际新开全货机定期航线补贴,新开,20,保持原组件结构，未触发拆分或改写规则；显式保留新开 guard 标签。
TC_028,track_c,monetary,SUBSIDY,亚洲全货机非定期航线补贴,亚洲全货机非定期航线补贴,,20,保守保留原结构；将S_type中“不定期”对齐leaf_name统一为“非定期”，未触发其他拆分或合并规则。
TC_029,track_c,monetary,SUBSIDY,洲际全货机非定期航线补贴,洲际全货机非定期航线补贴,,20,结构已对齐参考节点范式，无冗余或边界冲突，保持原样。
TC_030,track_c,monetary,SUBSIDY,重点国家全货机定期航线额外补贴,重点国家全货机定期航线额外补贴,,20,将隐含的'重点国家'提取至S_scope；O保留'额外补贴'表述以维持政策原意
TC_031,track_c,monetary,SUBSIDY,货代过境集拼奖励,货代过境集拼奖励,,20,清理O字段中与A字段重复的奖励后缀，统一核心对象表述；保留过境与集拼的scope/focus划分。
TC_032,track_c,monetary,SUBSIDY,货代出境集货奖励,货代出境集货奖励,,20,保持原组件结构，出境集货奖励表述清晰且符合领域惯例，未触发拆分或合并规则。
TC_033,track_c,monetary,MIXED,第五航权全货机定期航班补贴,第五航权全货机定期航班补贴,,20,未触发强规则，保守保留原字段划分与词块，结构已符合规范。
TC_034,track_c,monetary,MIXED,跨境存量全货机定期航线补贴,跨境存量全货机定期航线补贴,存量,20,结构已对齐参照组，保留存量guard词，未触发拆分或改写规则。
TC_035,track_c,monetary,SUBSIDY,国际新开货运航线航班奖励,国际新开货运航线航班奖励,新开,20,保守保留新开作为S_stage，未触发引进/落户或并列拆分规则，维持原组件与pau结构。
TC_036,track_c,monetary,SUBSIDY,国内新开货运航线航班奖励,国内新开货运航线航班奖励,新开,20,保留新开 guard 词；组件结构与领域默认一致，未做拆分或改写。
TC_037,track_c,monetary,SUBSIDY,航空货运市场开拓奖励,航空货运市场开拓奖励,,20,保持原components结构，pau_std直接对齐pau_final完整表述，未触发引进落户或并列动作规则
TC_038,track_c,monetary,SUBSIDY,洲际直飞定期货运航班奖励,洲际直飞定期货运航班奖励,,20,未触发引进/落户或并列拆分规则；直达与直飞属同义映射，维持原组件结构以保证保守性。
TC_039,track_c,monetary,SUBSIDY,亚洲直飞定期货运航班奖励,亚洲直飞定期货运航班奖励,,20,原组件与pau_final已高度对齐，结构稳定，本次仅做保守保留未作改动
TC_040,track_c,monetary,SUBSIDY,国内直飞定期货运航班奖励,国内直飞定期货运航班奖励,,20,将S_type中的直达统一为直飞以对齐原文表述；保留O字段原貌避免过度清洗；pau_std与pau_final一致。
TC_041,track_c,monetary,SUBSIDY,国际经停货运航班奖励,国际经停货运航班奖励,,20,保持原组件结构，确认作用域与类型词序符合领域惯例，未触发拆分或合并规则。
TC_042,track_c,monetary,SUBSIDY,航空货运市场开拓吞吐量奖励,航空货运市场开拓吞吐量前三名奖励,,20,恢复O字段中省略的'航空'、'吞吐量'及'前三名'关键限定词，对齐leaf_name完整表述；未触发引进/落户或并列拆分规则。
